season,fit_window_start,fit_window_end,fitted_beta,fitted_rho,R0_est,sse,rmse,mae,peak_observed,peak_predicted,date_peak_observed,date_peak_predicted,convergence_code
2022-2023,2022-10-24,2022-11-21,0.4022739282492852,173.81680156600865,1.2068217847478557,68772.37694138841,117.27947556276709,112.49308144484378,2548.6666666666665,2432.8263391953465,2022-11-21,2022-11-21,0
