time,S,I,R,beta_t
380,80122.70050490645,2.5206234618706027e-5,19877.299469887257,0.49950834524884213
381,80177.0843167476,2.69486426064431e-5,19822.915656303703,0.49905189144364176
382,80231.31933504145,2.8808428814044978e-5,19768.680636150068,0.4985667602393073
383,80285.40596683616,3.0792538547484615e-5,19714.594002371257,0.49805309539068476
384,80339.3446180635,3.2908203626695316e-5,19660.655349028235,0.49751104910775446
385,80393.13569354195,3.516293957812479e-5,19606.864271295057,0.4969407820105283
386,80446.7795969795,3.756454076300191e-5,19553.22036545592,0.49634246308145485
387,80500.27673097666,4.012107322849375e-5,19499.723228902214,0.4957162696153452
388,80553.62749702948,4.2840865063266764e-5,19446.372460129598,0.49506238716683804
389,80606.83229553241,4.573249403499905e-5,19393.167658735034,0.4943810094954146
390,80659.89152578126,4.8804772285407115e-5,19340.108425413895,0.49367233850798425
391,80712.80558597621,5.2066727858650487e-5,19287.194361956987,0.49293658419905506
392,80765.57487322467,5.5527582841866694e-5,19234.42507124766,0.4921739645885076
393,80818.19978354432,5.919672790237975e-5,19181.800157258866,0.49138470565699105
394,80870.68071186599,6.308369301512667e-5,19129.319225050218,0.4905690412789606
395,80923.0180520367,6.719811418636315e-5,19076.981880765077,0.4897272131533748
396,80975.2121968226,7.154969599603251e-5,19024.787731627595,0.4888594707320755
397,81027.26353791193,7.614816980158351e-5,18972.7363859398,0.48796607114586943
398,81079.17246591803,8.100324747074834e-5,18920.827453078615,0.4870472791283352
399,81130.93937038239,8.612457054005126e-5,18869.060543492946,0.4861033669373769
400,81182.56463977759,9.152165472977978e-5,18817.43526870067,0.4851346142745476
401,81234.04866151039,9.720382978492716e-5,18765.951241285686,0.48414130820216916
402,81285.39182192482,1.0318017465526204e-4,18714.608074894924,0.48312374305826783
403,81336.59450630512,1.0945944807618204e-4,18663.405384235342,0.4820822203693568
404,81387.65709887902,1.160500146652664e-4,18612.342785070887,0.48101704876108636
405,81438.57998282067,1.2295976670727692e-4,18561.41989421949,0.4799285438667928
406,81489.3635402539,1.301960418624875e-4,18510.636329549987,0.4788170282339676
407,81540.00815225532,1.377655370992702e-4,18459.991709979062,0.4776828312286818
408,81590.51419885758,1.456742192213426e-4,18409.485655468136,0.4765262889379857
409,81640.88205905244,1.5392723243238713e-4,18359.117787020263,0.47534774407032043
410,81691.11211079414,1.6252880345517406e-4,18308.88772667698,0.4741475458539652
411,81741.20473100262,1.7148214479802492e-4,18258.79509751516,0.47292604993355397
412,81791.16029556678,1.807893568375053e-4,18208.839523643812,0.47168361826469013
413,81840.97917934775,1.9045132946157806e-4,18159.020630200866,0.47042061900669085
414,81890.66175618234,2.004676440909347e-4,18109.338043349962,0.46913742641349404
415,81940.20839888629,2.108364769666087e-4,18059.79139027716,0.4678344207227588
416,81989.61947925773,2.215545046579387e-4,18010.3802991877,0.46651198804319227
417,82038.89536808048,2.326168128051133e-4,17961.10439930264,0.4651705202401381
418,82088.03643510645,2.4401677174641084e-4,17911.96332087671,0.46381041481945723
419,82137.04304916727,2.557461472967221e-4,17862.956695086516,0.46243207480973963
420,82185.91557801777,2.6779474742846696e-4,17814.08415418742,0.46103590864287686
421,82234.65438836646,2.8015039339456953e-4,17765.345331483088,0.4596223300330362
422,82283.25984598455,2.9279904822570213e-4,17716.739861216345,0.45819175785406707
423,82331.73231564891,3.057246679848738e-4,17668.26737862635,0.4567446160153805
424,82380.07216113959,3.1890915055046156e-4,17619.92751995121,0.45528133333633497
425,82428.27974524975,3.32332323968123e-4,17571.719922417877,0.4538023434191688
426,82476.35542978923,3.45971934918176e-4,17523.6442242388,0.45230808452051346
427,82524.29957558778,3.5980365182726313e-4,17475.700064608514,0.4507989994215294
428,82572.1125424986,3.738010833475391e-4,17427.887083700265,0.44927553529670033
429,82619.79468940149,3.879358129367874e-4,17380.204922662644,0.4477381435813252
430,82667.34637420622,4.021774502411083e-4,17332.65322361627,0.4461872798377492
431,82714.76795385576,4.164936998138178e-4,17285.231629650483,0.4446234036203696
432,82762.05978432945,4.3085044755065125e-4,17237.939784820057,0.44304697833946116
433,82809.2222206461,4.452118650499778e-4,17190.777334141974,0.44145847112385644
434,82856.25561686716,4.595405319219147e-4,17143.743923592254,0.43985835268252643
435,82903.16032609955,4.7379757587418095e-4,17096.83920010281,0.43824709716509835
436,82949.9367004987,4.879428301974245e-4,17050.0628115584,0.4366251820213561
437,82996.58509127135,5.019350080611404e-4,17003.414406793567,0.43499308785976026
438,83043.10584869803,5.157319064662749e-4,16956.893635570003,0.43335129830503444
439,83089.4993220359,5.292905430078475e-4,16910.50014867347,0.43170029985485686
440,83135.76585969624,5.425675034832759e-4,16864.233597736176,0.43004058173569915
441,83181.90580911165,5.555190633759981e-4,16818.09363536922,0.42837263575786017
442,83227.91951679699,5.681014787880096e-4,16772.07991510145,0.42669695616973
443,83273.80732832136,5.802712161198076e-4,16726.192091407338,0.425014039511335
444,83319.56958832243,5.919852181422558e-4,16680.42981969227,0.42332438446720116
445,83365.2066405085,6.032011664136781e-4,16634.79275629023,0.4216284917185841
446,83410.71882766063,6.138777461292613e-4,16589.280558461527,0.41992686379510513
447,83456.10649163435,6.239749110347776e-4,16543.89288439065,0.4182200049258426
448,83501.36997336154,6.33454145948422e-4,16498.629393184212,0.41650842088991613
449,83546.50961285221,6.422787243950267e-4,16453.489744868963,0.41479261886661467
450,83591.52574919601,6.504139588418156e-4,16408.473600389923,0.41307310728510804
451,83636.41872056386,6.578274410429404e-4,16363.58062160858,0.41135039567378756
452,83681.18886420941,6.644892700511855e-4,16318.810471301196,0.40962499450928314
453,83725.83651647046,6.703722655395154e-4,16274.162813157152,0.4078974150651967
454,83770.3620127512,6.754522302048609e-4,16229.637311796454,0.4061681692606021
455,83814.7656876217,6.797077878316856e-4,16185.233632670403,0.40443776950835114
456,83859.04787467423,6.83121034279138e-4,16140.951442204641,0.40270672856323564
457,83903.20890654878,6.856776008636724e-4,16096.790407773517,0.40097555937004636
458,83947.24911503015,6.873664275239677e-4,16052.75019760331,0.3992447749115774
459,83991.16883099436,6.881800342018685e-4,16008.830480825512,0.3975148880566166
460,84034.96838440435,6.881145983863154e-4,15965.030927480964,0.3957864114079735
461,84078.64810431733,6.871699653238449e-4,15921.351208512606,0.39405985715058256
462,84122.20831888601,6.853496517461931e-4,15877.790995764233,0.3923357368997323
463,84165.64935535984,6.826608222189922e-4,15834.349961979246,0.3906145615494627
464,84208.97154008626,6.791142383344268e-4,15791.027780799395,0.388896841121176
465,84252.17519851221,6.747241812889719e-4,15747.824126763513,0.3871830846125066
466,84295.26065518534,6.695083486768617e-4,15704.73867530621,0.38547379984649366
467,84338.22823375562,6.634877266103664e-4,15661.771102756546,0.38376949332110327
468,84381.07825697682,6.566864385421404e-4,15618.921086336644,0.3820706700591402
469,84423.81104670806,6.491315724090277e-4,15576.188304160276,0.38037783345860104
470,84466.42692391554,6.408529879373559e-4,15533.572435231363,0.37869148514350465
471,84508.92620867434,6.318831061438548e-4,15491.073159442443,0.3770121248152514
472,84551.30922017015,6.222566832314179e-4,15448.690157573043,0.37534025010455013
473,84593.57627670132,6.120105712129682e-4,15406.423111287995,0.3736763564239593
474,84635.72769568073,6.011834686187462e-4,15364.271703135682,0.37202093682108667
475,84677.76379363808,5.898156576739916e-4,15322.235616546155,0.37037448183248717
476,84719.68488622182,5.779487564690097e-4,15280.31453582932,0.36873747933830747
477,84761.49128820175,5.656254192582125e-4,15238.508146172711,0.3671104144177157
478,84803.18331347125,5.528890914532355e-4,15196.816133639546,0.3654937692051633
479,84844.76127504959,5.39783744698055e-4,15155.238185166565,0.3638880227475164
480,84886.22548508458,5.263536060066693e-4,15113.773988561717,0.3622936508621054
481,84927.57625485517,5.126429033330975e-4,15072.423232501824,0.3607111259957291
482,84968.8138947741,4.986956178845487e-4,15031.185606530174,0.3591409170846593
483,85009.93871439062,4.845552464912645e-4,14990.060801054024,0.35758348941568446
484,85050.95102239327,4.7026457603606967e-4,14949.048507342031,0.35603930448823445
485,85091.85112661279,4.558654714824251e-4,14908.148417521636,0.3545088198776299
486,85132.63933402486,4.4139867884764397e-4,14867.36022457636,0.3529924890994911
487,85173.31595075318,4.2690364424437537e-4,14826.683622343064,0.35149076147535313
488,85213.8812820724,4.124183498939935e-4,14786.118305509164,0.35000408199952077
489,85254.33563241095,3.9797916779391946e-4,14745.663969609777,0.34853289120720793
490,85294.67930535431,3.8362073150151565e-4,14705.32031102485,0.34707762504399703
491,85334.91260364781,3.6937582628313465e-4,14665.087026976258,0.3456387147366598
492,85375.03582919975,3.5527529743457177e-4,14624.963815524841,0.3442165866653744
493,85415.0492830844,3.41347978280288e-4,14584.950375567521,0.34281166223738024
494,85454.95326554506,3.276206324646275e-4,14545.046406834197,0.34142435776210633
495,85494.74807599708,3.141179180137595e-4,14505.251609884901,0.340055084327809
496,85534.4340130307,3.008623671641831e-4,14465.565686106838,0.33870424767975826
497,85574.01137441421,2.878743789540977e-4,14425.988337711315,0.33737224810000627
498,85613.48045709686,2.751722299961139e-4,14386.519267730817,0.3360594802887756
499,85652.84155721175,2.6277209858573597e-4,14347.158180016053,0.3347663332475004
500,85692.09497007876,2.5068810166671535e-4,14307.904779233038,0.3334931901635575
501,85731.24099020737,2.3893234363104026e-4,14268.758770860171,0.3322404282967192
502,85770.27991129954,2.2751497575462936e-4,14229.71986118536,0.3310084188673635
503,85809.21202625244,2.1644426505511397e-4,14190.787757303164,0.32979752694647346
504,85848.03762716123,2.057266713467869e-4,14151.962167111973,0.3286081113474583
505,85886.75700532172,1.9536693127342227e-4,14113.242799311221,0.3274405245198297
506,85925.37045123309,1.8536814811936084e-4,14074.629363398637,0.32629511244476317
507,85963.87825461701,1.7573191570537626e-4,14036.12156965094,0.3251722145325768
508,86002.28070433659,1.6645826756919287e-4,13997.719129205005,0.3240721635221558
509,86040.57808854546,1.5754604265650417e-4,13959.421753908366,0.3229952853823559
510,86078.77069457692,1.489927773964715e-4,13921.229156430156,0.32194189921541055
511,86116.85880899554,1.40794896895694e-4,13883.141050209415,0.3209123171623752
512,86154.84271757398,1.3294777230413995e-4,13845.157149478096,0.3199068443106323
513,86192.72270530571,1.254458407120424e-4,13807.277169248293,0.31892577860348764
514,86230.49905640731,1.1828270353415357e-4,13769.500825309831,0.3179694107518835
515,86268.17205432073,1.1145122260005673e-4,13731.827834227875,0.31703802414825427
516,86305.74198171566,1.0494361321948437e-4,13694.257913340569,0.31613189478255177
517,86343.20912049158,9.875153366559795e-5,13656.790780756726,0.31525129116046263
518,86380.57375178012,9.286617069121918e-5,13619.426155353556,0.3143964742238453
519,86417.83615594711,8.727832075508601e-5,13582.163756774406,0.3135676972734065
520,86454.99661259481,8.197846670574704e-5,13545.003305426559,0.3127652058936432
521,86492.05540056394,7.695684973735462e-5,13507.944522479043,0.31198923788007016
522,86529.01279793582,7.220353649366824e-5,13470.987129860487,0.3112400231687569
523,86565.86908203438,6.770848125380416e-5,13434.130850256983,0.3105177837681914
524,86602.62452942827,6.346158318543616e-5,13397.375407109997,0.3098227336934955
525,86639.27941593283,5.9452738698137035e-5,13360.72052461429,0.3091550789030067
526,86675.83401661212,5.567188897131561e-5,13324.165927715852,0.3085150172372485
527,86712.2886057809,5.210906276778885e-5,13287.711342109893,0.30790273836030624
528,86748.64345700663,4.875441467554461e-5,13251.356494238807,0.3073184237036252
529,86784.89884311141,4.559825894686669e-5,13215.10111129019,0.30676224641224864
530,86821.05503617392,4.263109912592911e-5,13178.944921194845,0.3062343712935113
531,86857.1123075314,3.9843653673480895e-5,13142.887652624824,0.30573495476820334
532,86893.07092778152,3.7226877810625904e-5,13106.929034991483,0.3052641448242196
533,86928.93116678436,3.4771981813268716e-5,13071.068798443524,0.3048220809727072
534,86964.69329366434,3.2470445994875226e-5,13035.306673865083,0.30440889420672596
535,87000.35757681204,3.0314032618123156e-5,12999.642392873799,0.304024706962432
536,87035.92428388617,2.8294794976130827e-5,12964.075687818899,0.3036696330827972
537,87071.39368181549,2.640508388158898e-5,12928.606291779304,0.30334377778387517
538,87106.76603680059,2.463755179760586e-5,12893.233938561732,0.30304723762362357
539,87142.04161431592,2.2985154837726402e-5,12857.9583626988,0.30278010047329174
540,87177.22067911159,2.1441152854700983e-5,12822.779299447146,0.3025424454913826
541,87212.30349521524,1.9999107828440163e-5,12787.696484785543,0.3023343431001963
542,87247.29032593398,1.8652880753461127e-5,12752.70965541303,0.30215585496496256
543,87282.18143385623,1.739662721525034e-5,12717.818548747035,0.302007033975568
544,87316.97708085358,1.6224791833554867e-5,12683.022902921508,0.3018879242308835
545,87351.67752808271,1.5132101738869123e-5,12648.322456785058,0.301798561025697
546,87386.28303598722,1.4113559236480384e-5,12613.71694989909,0.30173897084025497
547,87420.7938642995,1.316443380052905e-5,12579.20612253594,0.3017091713324153
548,87455.2102720426,1.2280253528762165e-5,12544.789715677023,0.3017091713324153
549,87489.53251753209,1.1456796177124372e-5,12510.467471010978,0.30173897084025497
550,87523.76085837798,1.0690079882134859e-5,12476.23913093181,0.301798561025697
551,87557.89555148648,9.976353668219452e-6,12442.104438537044,0.3018879242308835
552,87591.93685306191,9.312087826865694e-6,12408.063137625868,0.30200703397556794
553,87625.8850186086,8.693964244693016e-6,12374.114972697294,0.30215585496496256
554,87659.74030293268,8.118866748314029e-6,12340.25968894831,0.3023343431001963
555,87693.50296014396,7.5838715252289855e-6,12306.497032272024,0.3025424454913826
556,87727.17324365776,7.0862376719562e-6,12272.826749255843,0.30278010047329174
557,87760.75140619682,6.62339791315944e-6,12239.248587179614,0.30304723762362357
558,87794.23769979308,6.1929495286851875e-6,12205.762294013803,0.30334377778387517
559,87827.63237578957,5.792645519156943e-6,12172.367618417637,0.3036696330827972
560,87860.93568484217,5.4203860350745305e-6,12139.064309737292,0.304024706962432
561,87894.1478769216,5.074210089212799e-6,12105.852118004046,0.30440889420672596
562,87927.26920131511,4.752287567482592e-6,12072.730793932455,0.30482208097270713
563,87960.29990662842,4.4529115492804226e-6,12039.70008891853,0.30526414482421954
564,87993.24024078748,4.1744909446839975e-6,12006.7597550379,0.30573495476820334
565,88026.0904510403,3.9155434526185514e-6,11973.909545044007,0.3062343712935113
566,88058.8507839589,3.6746888412940685e-6,11941.149212366272,0.30676224641224864
567,88091.52148544094,3.450642549765317e-6,11908.478511108286,0.30731842370362517
568,88124.10280071168,3.2422096073651693e-6,11875.89719604599,0.3079027383603062
569,88156.59497432574,3.0482788659775793e-6,11843.405022625873,0.30851501723724845
570,88188.99825016891,2.8678175386211464e-6,11811.001746963164,0.30915507890300664
571,88221.31287146,2.6998660365800535e-6,11778.687125840013,0.30982273369349544
572,88253.53908075264,2.543533096320141e-6,11746.46091670371,0.31051778376819145
573,88285.67711993703,2.3979911866391484e-6,11714.322877664872,0.3112400231687567
574,88317.72723024177,2.2624721858985518e-6,11682.272767495653,0.31198923788007016
575,88349.68965223567,2.1362633187480943e-6,11650.31034562796,0.3127652058936431
576,88381.56462582955,2.0187033414629852e-6,11618.435372151655,0.3135676972734065
577,88413.35239027794,1.909178964849092e-6,11586.647607812778,0.3143964742238453
578,88445.05318418102,1.8071215036162798e-6,11554.946814011768,0.3152512911604626
579,88476.6672454862,1.7120037411587103e-6,11523.332752801682,0.3161318947825517
580,88508.19481149012,1.6233369987992221e-6,11491.805186886424,0.31703802414825427
581,88539.63611884024,1.5406683987401396e-6,11460.363879618983,0.31796941075188345
582,88570.99140353665,1.4635783102034416e-6,11429.008594999656,0.3189257786034876
583,88602.2609009339,1.3916779685289624e-6,11397.739097674303,0.31990684431063227
584,88633.44484574269,1.3246072573210328e-6,11366.555152932575,0.3209123171623752
585,88664.54347203168,1.2620326440836748e-6,11335.456526706177,0.3219418992154105
586,88695.55701322913,1.2036452601550662e-6,11304.44298556711,0.3229952853823557
587,88726.4857021248,1.1491591161373314e-6,11273.514296725923,0.3240721635221558
588,88757.32977087157,1.0983094444124634e-6,11242.670228029992,0.3251722145325768
589,88788.08945098727,1.0508511607347647e-6,11211.910547961761,0.3262951124447631
590,88818.7649733563,1.0065574372907238e-6,11181.235025637028,0.32744052451982963
591,88849.35656821827,9.652187006660114e-7,11150.643430816393,0.32860811134745826
592,88879.86446523739,9.266397624111023e-7,11120.135533835848,0.3297975269464736
593,88910.28889340417,8.906411729223491e-7,11089.71110570507,0.3310084188673636
594,88940.63008105397,8.570576565169506e-7,11059.369918088845,0.3322404282967191
595,88970.88825593481,8.257355476992697e-7,11029.111743239322,0.33349319016355733
596,89001.06364517122,7.965328638633443e-7,10998.936354032121,0.3347663332475004
597,89031.15647526219,7.69318561717905e-7,10968.843523968362,0.3360594802887755
598,89061.1669720871,7.439716640416144e-7,10938.833027168814,0.3373722481000062
599,89091.09536090729,7.203805602708287e-7,10908.904638372214,0.33870424767975826
600,89120.94186636787,6.984423591247742e-7,10879.058132933571,0.340055084327809
601,89150.70671249933,6.780622935423792e-7,10849.293286822483,0.3414243577621062
602,89180.39012271925,6.591531744020991e-7,10819.609876621465,0.3428116622373802
603,89209.99231983398,6.41634889673306e-7,10790.007679524258,0.34421658666537436
604,89239.51352604026,6.25433946070191e-7,10760.486473334182,0.34563871473665975
605,89268.95396292694,6.104830504938442e-7,10731.046036462449,0.347077625043997
606,89298.31385147663,5.967207287805981e-7,10701.686147926519,0.3485328912072077
607,89327.59341206735,5.840909794963252e-7,10672.406587348432,0.3500040819995207
608,89356.79286447416,5.725429607287855e-7,10643.20713495316,0.351490761475353
609,89385.91242787089,5.620307080343221e-7,10614.087571566954,0.35299248909949116
610,89414.95232083165,5.525128818921012e-7,10585.047678615709,0.3545088198776298
611,89443.9127613326,5.439525432096468e-7,10556.08723812332,0.3560393044882344
612,89472.7939667535,5.363169556086803e-7,10527.20603271005,0.35758348941568446
613,89501.59615387939,5.295774134013129e-7,10498.403845590892,0.3591409170846594
614,89530.3195389022,5.237090943446247e-7,10469.680460573954,0.3607111259957291
615,89558.96433742235,5.186909364377871e-7,10441.035662058828,0.36229365086210513
616,89587.53076445039,5.145055382014657e-7,10412.469235034983,0.3638880227475163
617,89616.0190344086,5.111390820556303e-7,10383.98096508014,0.3654937692051632
618,89644.42936113261,5.085812805905838e-7,10355.570638358675,0.3671104144177157
619,89672.76195787304,5.068253457085726e-7,10327.238041620009,0.36873747933830736
620,89701.017037297,5.058679808014768e-7,10298.982962197006,0.3703744818324871
621,89729.19481148977,5.057093963256434e-7,10270.805188004388,0.37202093682108656
622,89757.29549195638,5.063533493399522e-7,10242.704507537133,0.37367635642395924
623,89785.31928962316,5.078072077898955e-7,10214.680709868899,0.37534025010455
624,89813.26641483937,5.100820405512721e-7,10186.733584650432,0.37701212481525137
625,89841.13707737869,5.131927344947071e-7,10158.862922107995,0.37869148514350454
626,89868.93148644094,5.17158140099647e-7,10131.068513041791,0.3803778334586008
627,89896.64985065347,5.220012474370298e-7,10103.350148824398,0.38207067005914014
628,89924.29237807292,5.27749394657259e-7,10075.7076213992,0.383769493321103
629,89951.85927618662,5.34434511468549e-7,10048.14072327883,0.38547379984649377
630,89979.35075191417,5.420934004748645e-7,10020.649247543608,0.3871830846125065
631,90006.7670116091,5.507680596677927e-7,9993.232987840003,0.3888968411211759
632,90034.1082610603,5.605060498387204e-7,9965.891738379074,0.3906145615494627
633,90061.37470549361,5.713609112033241e-7,9938.625293934929,0.39233573689973233
634,90088.56654957331,5.833926341172225e-7,9911.433449843187,0.3940598571505825
635,90115.68399740377,5.966681894182551e-7,9884.316001999448,0.3957864114079734
636,90142.72725253085,6.112621246670058e-7,9857.272746857761,0.3975148880566166
637,90169.69651794352,6.272572333839196e-7,9830.303481429095,0.3992447749115772
638,90196.59199607531,6.447453053112389e-7,9803.408003279823,0.4009755593700463
639,90223.41388880585,6.638279667753145e-7,9776.586110530201,0.40270672856323536
640,90250.1623974624,6.846176214058647e-7,9749.837601852863,0.40443776950835103
641,90276.83772282132,7.072385028020252e-7,9723.162276471308,0.4061681692606019
642,90303.44006510965,7.318278522416293e-7,9696.559934158397,0.4078974150651966
643,90329.96962400647,7.58537236234197e-7,9670.030375234854,0.4096249945092831
644,90356.42659864454,7.875340206470477e-7,9643.57340056778,0.4113503956737875
645,90382.81118761169,8.190030203191621e-7,9617.188811569153,0.41307310728510804
646,90409.1235889637,8.531478822965352e-7,9590.876410183007,0.4147926188666146
647,90435.3640001684,8.901954996906686e-7,9564.635998941261,0.416508420889916
648,90461.53261820758,9.303943340520729e-7,9538.467380861874,0.4182200049258424
649,90487.6296395009,9.740199909195758e-7,9512.370359524937,0.41992686379510513
650,90513.65525994083,1.0213768255938645e-6,9486.344739037644,0.42162849171858396
651,90539.6096748768,1.07280193079075e-6,9460.390324050251,0.4233243844672011
652,90565.49307912358,1.1286685159182721e-6,9434.506919747608,0.4250140395113348
653,90591.30566696277,1.1893900237280703e-6,9408.694331847704,0.42669695616973
654,90617.04763214423,1.2554247556565596e-6,9382.952366600222,0.4283726357578601
655,90642.71916788748,1.3272810714909577e-6,9357.280830785105,0.4300405817356991
656,90668.32046688322,1.4055232391433883e-6,9331.679531711117,0.43170029985485664
657,90693.85172129466,1.4907780196462747e-6,9306.14827721442,0.43335129830503444
658,90719.31312275896,1.5837420842526938e-6,9280.686875657153,0.43499308785976004
659,90744.70486238865,1.6851903738524564e-6,9255.295135926013,0.4366251820213558
660,90770.02713077301,1.7959855261282427e-6,9229.972867430855,0.4382470971650981
661,90795.28011797949,1.9170885132538164e-6,9204.719880103288,0.43985835268252643
662,90820.46401355501,2.049570652792402e-6,9179.535984395274,0.4414584711238563
663,90845.57900652748,2.1946271771490112e-6,9154.420991277757,0.443046978339461
664,90870.62528540699,2.3535925728804755e-6,9129.374712239283,0.44462340362036973
665,90895.60303818728,2.5279579308470806e-6,9104.396959284622,0.4461872798377492
666,90920.51245234703,2.7193905821462374e-6,9079.487544933432,0.4477381435813252
667,90945.35371485121,2.9297563336286532e-6,9054.646282218888,0.44927553529670006
668,90970.12701215236,3.161144661280736e-6,9029.872984686363,0.4507989994215295
669,90994.83253019185,3.4158972706898116e-6,9005.167466392106,0.45230808452051346
670,91019.4704544013,3.6966404921395697e-6,8980.529541901928,0.4538023434191688
671,91044.04096970364,4.0063220447006945e-6,8955.95902628991,0.45528133333633497
672,91068.54426051448,4.348252780235364e-6,8931.455735137124,0.45674461601538047
673,91092.98051074332,4.7261541059581506e-6,8907.01948453038,0.45819175785406707
674,91117.3499219777,5.144699833368629e-6,8882.650072877459,0.45962233003303615
675,91141.65262358556,5.607169020996573e-6,8858.347370807129,0.4610359086428769
676,91165.88886563644,6.120758920041301e-6,8834.111128242634,0.4624320748097396
677,91190.058779588,6.689907567125804e-6,8809.941213721928,0.46381041481945723
678,91214.16259942298,7.323422312824582e-6,8785.837393253429,0.46517052024013794
679,91238.20043289817,8.025980758837892e-6,8761.799559075682,0.46651198804319227
680,91262.17250614033,8.807942205139942e-6,8737.827485051559,0.4678344207227587
681,91286.07900982362,9.679906830111672e-6,8713.920980496294,0.469137426413494
682,91309.92007084379,1.064951332615899e-5,8690.079918506523,0.47042061900669063
683,91333.69593448426,1.1733634444846654e-5,8666.304053781929,0.47168361826469
684,91357.4067296832,1.2942730405492244e-5,8642.593257373888,0.4729260499335539
685,91381.05268593432,1.4297645177896014e-5,8618.947299767857,0.474147545853965
686,91404.63390892385,1.580949736513004e-5,8595.366075266491,0.47534774407032043
687,91428.15062043056,1.7502966136865314e-5,8571.849362066298,0.4765262889379857
688,91451.60300745258,1.9403463281385535e-5,8548.396973143776,0.4776828312286817
689,91474.99119443612,2.1529345881652065e-5,8525.00878403436,0.47881702823396755
690,91498.3154219186,2.3921343881394907e-5,8501.6845541599,0.47992854386679273
691,91521.57583367766,2.6608874459573634e-5,8478.424139713312,0.48101704876108625
692,91544.77260416714,2.9630906324960952e-5,8455.2273662018,0.4820822203693566
693,91567.90590734423,3.3031768157199195e-5,8432.094059623854,0.4831237430582677
694,91590.9758994742,3.685594036245066e-5,8409.024063669707,0.4841413082021691
695,91613.98280365522,4.117820233909756e-5,8386.017155166415,0.48513461427454757
696,91636.92672261392,4.603865629196555e-5,8363.073231347282,0.4861033669373767
697,91659.80787190513,5.152653298139144e-5,8340.1920765682,0.4870472791283353
698,91682.62641624268,5.772430217745011e-5,8317.373526032874,0.48796607114586943
699,91705.38252656344,6.472846404102875e-5,8294.617408707947,0.4888594707320754
700,91728.07637328655,7.264922292311762e-5,8271.923554064082,0.48972721315337464
701,91750.70812630994,8.161226797355748e-5,8249.291792077656,0.4905690412789606
702,91773.27795500384,9.176105037605468e-5,8226.72195323497,0.49138470565699105
703,91795.78602820335,1.0325933236595664e-4,8204.21386853717,0.4921739645885075
704,91818.23251419966,1.1629410596730059e-4,8181.7673695060785,0.49293658419905495
705,91840.61758072986,1.310789334414154e-4,8159.38228819105,0.49367233850798425
706,91862.94139496509,1.4785776868398015e-4,8137.05845717699,0.4943810094954146
707,91885.20412349679,1.6690932817024602e-4,8114.795709593719,0.4950623871668379
708,91907.40593232088,1.8855208945775417e-4,8092.593879126874,0.4957162696153452
709,91929.54698681929,2.131500060046543e-4,8070.452800030548,0.49634246308145485
710,91951.62745173887,2.4111903923147932e-4,8048.372307141944,0.4969407820105283
711,91973.64749116694,2.7293462250077696e-4,8026.352235898299,0.49751104910775446
712,91995.60726850323,3.091401872017244e-4,8004.392422356444,0.49805309539068476
713,92017.50694642765,3.503568986108666e-4,7982.492703215315,0.4985667602393073
714,92039.34668684611,3.97296992984364e-4,7960.652915856746,0.4990518914436417
715,92061.12665093591,4.5076500052094976e-4,7938.872898298941,0.49950834524884213
716,92082.84699897094,5.116880697258703e-4,7917.152489340847,0.49993598639779496
717,92104.5078902821,5.811312377770792e-4,7895.491528586515,0.5003346881711985
718,92126.10948327948,6.603049182399442e-4,7873.889856415461,0.5007043324251128
719,92147.65193533406,7.505916284231014e-4,7852.347314074172,0.5010448096259678
720,92169.1354026861,8.535719125014757e-4,7830.863743741846,0.5013560188830204
721,92190.56004035729,9.710507549145272e-4,7809.438988591815,0.5016378679782516
722,92211.92600204174,0.0011050891319040748,7788.072892868984,0.5018902733936917
723,92233.2334399821,0.0012580397496765071,7766.765301978011,0.5021131603361688
724,92254.4825048285,0.001432587556525917,7745.516062583807,0.5023064627594714
725,92275.67334547798,0.0016317957037988299,7724.3250227261915,0.5024701233839197
726,92296.80610889175,0.0018591576216191621,7703.192031950513,0.5026040937133387
727,92317.88093988753,0.0021186559745933068,7682.116941456376,0.5027083340494283
728,92338.89798090368,0.002414829347590175,7661.099604266847,0.5027828135035273
729,92359.85737173146,0.0027528476039455282,7640.139875420818,0.5028275100057662
730,92380.75924921142,0.0031385969603359124,7619.237612191506,0.5028424103116065
731,92401.60374688951,0.0035787759326308256,7598.392674334457,0.5028275100057662
732,92422.39099462767,0.00408100342587787,7577.6049243688,0.5027828135035274
733,92443.1211181636,0.004653940369402124,7556.8742278959135,0.5027083340494283
734,92463.79423861532,0.005307425871978677,7536.200453958689,0.5026040937133387
735,92484.41047191012,0.006052633300118696,7515.583475456461,0.5024701233839197
736,92504.96992819139,0.00690223147470116,7495.023169577004,0.5023064627594714
737,92525.47271102977,0.007870598009796666,7474.519418372098,0.5021131603361688
738,92545.91891667133,0.008974021022316063,7454.072109307534,0.5018902733936919
739,92566.30863314486,0.010230937218672664,7433.681135917801,0.5016378679782516
740,92586.64193922731,0.01166220632577384,7413.346398566252,0.5013560188830204
741,92606.91890331436,0.013291408202349107,7393.067805277322,0.5010448096259676
742,92627.13958215117,0.015145174385303911,7372.845272674333,0.5007043324251128
743,92647.30401941061,0.01725355659849178,7352.678727032672,0.5003346881711985
744,92667.41224410679,0.019650434616576947,7332.568105458474,0.49993598639779496
745,92687.46426882544,0.0223739673173144,7312.513357207128,0.49950834524884213
