time,S,I,R,beta_t
216,68847.53364210825,1.0410608105293124e-4,31152.466253785664,0.31796941075188345
217,68932.76603306962,9.289453751069513e-5,31067.233874035835,0.31892577860348764
218,69017.76523247927,8.296824477641379e-5,30982.23468455249,0.31990684431063227
219,69102.53187809231,7.417357200529805e-5,30897.468047734103,0.3209123171623752
220,69187.06660594839,6.637579898918303e-5,30812.933327675797,0.32194189921541055
221,69271.37005037272,5.9456757981014944e-5,30728.6298901705,0.32299528538235583
222,69355.44284397777,5.331275676070078e-5,30644.55710270946,0.3240721635221558
223,69439.28561766514,4.7852760351008604e-5,30560.714334482072,0.3251722145325767
224,69522.89900062796,4.29968065180581e-5,30477.10095637522,0.32629511244476317
225,69606.28362035332,3.867462336409133e-5,30393.716340972045,0.32744052451982963
226,69689.44010262523,3.4824422874152196e-5,30310.559862550344,0.32860811134745826
227,69772.36907152756,3.13918477343328e-5,30227.63089708058,0.32979752694647346
228,69855.07114944738,2.8329051660082756e-5,30144.928822223555,0.3310084188673635
229,69937.54695707827,2.55938960485753e-5,30062.45301732782,0.3322404282967191
230,70019.79717479488,2.3146128718484908e-5,29980.20280205899,0.33349319016355744
231,70101.82223923219,2.0962215475681487e-5,29898.1777398056,0.3347663332475003
232,70183.62299443042,1.9002091622275893e-5,29816.376986567495,0.3360594802887756
233,70265.19994497245,1.7245827701296088e-5,29734.800037781715,0.3373722481000063
234,70346.55370314121,1.567079609412768e-5,29653.446281187993,0.3387042476797582
235,70427.68487954876,1.4257012664064903e-5,29572.315106194226,0.340055084327809
236,70508.59408314043,1.2986818923162578e-5,29491.40590387275,0.3414243577621062
237,70589.281921199,1.184458960148378e-5,29410.718066956397,0.34281166223738024
238,70669.74899934894,1.0816489432092928e-5,29330.25098983456,0.3442165866653743
239,70749.99586168067,9.891296097657273e-6,29250.004128428023,0.3456387147366598
240,70830.02328512761,9.055112533586276e-6,29169.97670581728,0.34707762504399703
241,70909.83162750231,8.30234868528827e-6,29090.16836419533,0.3485328912072079
242,70989.42163967963,7.621804007644199e-6,29010.57835269857,0.3500040819995207
243,71068.7938956089,7.00634228459548e-6,28931.20609738473,0.35149076147535313
244,71147.94899105719,6.449221931764717e-6,28852.05100249358,0.35299248909949116
245,71226.88752015811,5.944435958914458e-6,28773.11247389745,0.35450881987762983
246,71305.61007542073,5.486640868178737e-6,28694.389919092617,0.3560393044882344
247,71384.1172477342,5.071074535725165e-6,28615.88274719471,0.3575834894156844
248,71462.40962637197,4.693490324518408e-6,28537.59036893452,0.35914091708465934
249,71540.48779899615,4.350098552386211e-6,28459.51219665373,0.3607111259957291
250,71618.35235166184,4.0375148279612515e-6,28381.64764430063,0.3622936508621052
251,71696.0038688214,3.7527144740871862e-6,28303.99612742588,0.36388802274751636
252,71773.44293332876,3.492992289378368e-6,28226.557063178232,0.3654937692051632
253,71850.67012644379,3.2559270025966914e-6,28149.32987030025,0.36711041441771575
254,71927.68602783658,3.0393498543703923e-6,28072.313969124047,0.3687374793383073
255,72004.49121559165,2.8413168106756744e-6,27995.508781566994,0.37037448183248717
256,72081.08626621241,2.6600839736810928e-6,27918.913731127483,0.3720209368210866
257,72157.47175462525,2.4940858090018754e-6,27842.52824288064,0.37367635642395935
258,72233.64825418398,2.3419158551327474e-6,27766.351743474086,0.37534025010454997
259,72309.61633667398,2.2023096216855077e-6,27690.383661123677,0.3770121248152514
260,72385.37657231659,2.074129418801187e-6,27614.623425609258,0.3786914851435046
261,72460.9295297732,1.956350891388738e-6,27539.070468270416,0.3803778334586009
262,72536.27577614965,1.848051059230886e-6,27463.724222002264,0.38207067005914014
263,72611.41587700036,1.7483976879876394e-6,27388.5841212512,0.38376949332110316
264,72686.35039633261,1.6566398371497437e-6,27313.649602010708,0.3854737998464937
265,72761.07989661071,1.5720994494233612e-6,27238.92010181714,0.38718308461250656
266,72835.60493876025,1.494163862190428e-6,27164.39505974552,0.38889684112117595
267,72909.9260821723,1.4222791358715725e-6,27090.073916405356,0.3906145615494627
268,72984.04388470754,1.355944106468636e-6,27015.95611393646,0.3923357368997322
269,73057.95890270047,1.2947050804985596e-6,26942.041096004778,0.3940598571505825
270,73131.67169096357,1.2381511001387554e-6,26868.328307798227,0.3957864114079735
271,73205.1828027915,1.18590971485117e-6,26794.817196022555,0.39751488805661656
272,73278.49278996514,1.1376432031821907e-6,26721.507208897172,0.3992447749115773
273,73351.60220275585,1.0930451949741743e-6,26648.397796151065,0.4009755593700464
274,73424.51158992948,1.0518376499817433e-6,26575.488409018628,0.4027067285632355
275,73497.22149875057,1.013768153958127e-6,26502.7785002356,0.40443776950835103
276,73569.7324749864,9.78607497747872e-7,26430.26752403492,0.406168169260602
277,73642.0450629111,9.461475088656592e-7,26357.95493614268,0.4078974150651967
278,73714.15980530973,9.161991085211292e-7,26285.84019377401,0.4096249945092831
279,73786.07724345132,8.885908903950565e-7,26213.922755660027,0.41135039567378756
280,73857.79791725214,8.631659175675689e-7,26142.20208188462,0.41307310728510804
281,73929.32236504459,8.397828101981843e-7,26070.67763411557,0.41479261886661467
282,74000.6511236208,8.183139602554213e-7,25999.34887556082,0.416508420889916
283,74071.78472839207,7.986428393503394e-7,25928.215270809233,0.4182200049258425
284,74142.72371330383,7.806639413966506e-7,25857.27628591545,0.419926863795105
285,74213.46861083098,7.642819622940582e-7,25786.531388404685,0.42162849171858396
286,74284.0199519916,7.494108854915369e-7,25715.980047258952,0.4233243844672013
287,74354.37826635089,7.359732597236096e-7,25645.621732913096,0.425014039511335
288,74424.54408202526,7.238995519415904e-7,25575.45591725081,0.42669695616973
289,74494.51792568616,7.131275703059102e-7,25505.48207360068,0.4283726357578601
290,74564.30032256412,7.036019507099028e-7,25435.69967673224,0.43004058173569926
291,74633.89179645266,6.952737010919211e-7,25366.108202852018,0.43170029985485675
292,74703.29286971224,6.880997985140852e-7,25296.70712959961,0.43335129830503455
293,74772.50406327413,6.820428345682357e-7,25227.495936043775,0.43499308785976015
294,74841.52589664437,6.770707052017701e-7,25158.47410267851,0.436625182021356
295,74910.35888790764,6.731563415351799e-7,25089.64111141915,0.43824709716509835
296,74979.00355373116,6.70277478675978e-7,25020.99644559851,0.4398583526825263
297,75047.46040936858,6.684164599260347e-7,24952.539589962962,0.44145847112385644
298,75115.72996866377,6.675600741362029e-7,24884.270030668617,0.44304697833946116
299,75183.8127440548,6.676994242880591e-7,24816.187255277437,0.4446234036203696
300,75251.70924657772,6.688298256816364e-7,24748.290752753393,0.4461872798377491
301,75319.41998587032,6.709507323838259e-7,24680.58001345866,0.44773814358132513
302,75386.94547017611,6.740656908479096e-7,24613.054529149744,0.4492755352967002
303,75454.28620634803,6.781823198533762e-7,24545.713792973715,0.4507989994215294
304,75521.44269985225,6.833123161394194e-7,24478.557299464366,0.45230808452051346
305,75588.41545477198,6.894714853176892e-7,24411.58454453846,0.4538023434191688
306,75655.20497381133,6.966797978521416e-7,24344.79502549191,0.4552813333363351
307,75721.81175829894,7.049614700881947e-7,24278.188240996027,0.45674461601538047
308,75788.23630819183,7.143450705016411e-7,24211.763691093754,0.45819175785406707
309,75854.47912207915,7.248636515215747e-7,24145.520877195915,0.45962233003303615
310,75920.5406971859,7.365549074624816e-7,24079.45930207747,0.46103590864287686
311,75986.42152937668,7.49461359280059e-7,24013.578469873803,0.46243207480973947
312,76052.12211315935,7.63630567044577e-7,23947.877886076963,0.46381041481945723
313,76117.64294168883,7.791153712059187e-7,23882.357057531997,0.46517052024013794
314,76182.98450677074,7.959741639069966e-7,23817.01549243323,0.46651198804319227
315,76248.14729886511,8.142711917881036e-7,23751.852700320567,0.4678344207227587
316,76313.13180709003,8.340768919149533e-7,23686.868192075824,0.46913742641349404
317,76377.9385192254,8.554682626586299e-7,23622.061479919063,0.47042061900669074
318,76442.56792171649,8.785292715573001e-7,23557.432077404927,0.47168361826469
319,76507.0204996776,9.033513023981554e-7,23492.979499418987,0.4729260499335539
320,76571.29673689579,9.300336439744157e-7,23428.70326217411,0.4741475458539651
321,76635.39711583442,9.586840231970173e-7,23364.60288320682,0.4753477440703203
322,76699.32211763681,9.894191854744588e-7,23300.677881373696,0.4765262889379857
323,76763.0722221298,1.0223655255177054e-6,23236.92777684776,0.4776828312286817
324,76826.64790782741,1.0576597719805007e-6,23173.35209111485,0.4788170282339676
325,76890.04965193439,1.0954497296092568e-6,23109.95034697009,0.47992854386679273
326,76953.2779303498,1.1358950828510781e-6,23046.722068514242,0.48101704876108636
327,77016.33321767057,1.1791682651535392e-6,22983.66678115019,0.4820822203693567
328,77079.21598719512,1.2254553984854811e-6,22920.784011579362,0.48312374305826783
329,77141.9267109268,1.2749573079140897e-6,22858.07328779818,0.4841413082021691
330,77204.46585957753,1.3278906163894152e-6,22795.534139094532,0.48513461427454757
331,77266.83390257123,1.3844889252125966e-6,22733.16609604423,0.48610336693737677
332,77329.03130804743,1.4450040859974533e-6,22670.968690507514,0.4870472791283353
333,77391.05854286472,1.509707570275534e-6,22608.941455625514,0.48796607114586943
334,77452.91607263093,1.578891456369973e-6,22547.08392579012,0.4888594707320755
335,77514.60436157187,1.6528724783891288e-6,22485.395636775203,0.4897272131533748
336,77576.12387277078,1.731989503750211e-6,22423.876125497176,0.49056904127896056
337,77637.47506798944,1.8166085461339515e-6,22362.524930193897,0.49138470565699105
338,77698.65840775055,1.9071233308626154e-6,22301.34159034226,0.4921739645885076
339,77759.67435130023,2.0039581592562022e-6,22240.325646695754,0.49293658419905506
340,77820.52335662789,2.107569863157228e-6,22179.476641264482,0.49367233850798425
341,77881.20588046972,2.2184502199602003e-6,22118.79411731177,0.49438100949541447
342,77941.72237831209,2.3371285354769455e-6,22058.277619350727,0.49506238716683804
343,78002.07330439491,2.464174403759478e-6,21997.926693140846,0.4957162696153452
344,78062.25911171512,2.6002006543484195e-6,21937.740885684612,0.49634246308145485
345,78122.28025202996,2.7458664965726064e-6,21877.71974522411,0.4969407820105283
346,78182.13717586041,2.901880870733687e-6,21817.862821237646,0.49751104910775446
347,78241.83033249454,3.0690060160428696e-6,21758.1696644364,0.49805309539068465
348,78301.36016999083,3.2480612651264255e-6,21698.639826761042,0.4985667602393073
349,78360.72713518159,3.439927074772303e-6,21639.27286137842,0.49905189144364176
350,78419.93167367618,3.6455493023370823e-6,21580.068322678206,0.4995083452488421
351,78478.97422986443,3.865943736854703e-6,21521.025766269573,0.49993598639779496
352,78537.85524691985,4.102200893368739e-6,21462.14474897789,0.5003346881711985
353,78596.57516680303,4.3554910783298525e-6,21403.424828841427,0.5007043324251128
354,78655.13443026485,4.627069733039656e-6,21344.865565108037,0.5010448096259678
355,78713.53347684977,4.9182830610602506e-6,21286.466518231904,0.5013560188830204
356,78771.77274489912,5.230573944222722e-6,21228.22724987026,0.5016378679782516
357,78829.85267155433,5.565488150334324e-6,21170.14732288013,0.5018902733936919
358,78887.77369276018,5.924680833878048e-6,21112.226301315088,0.5021131603361688
359,78945.53624326801,6.3099233288945145e-6,21054.46375042201,0.5023064627594714
360,79003.14075663897,6.723110230807955e-6,20996.85923663787,0.5024701233839197
361,79060.58766524719,7.166266761179225e-6,20939.412327586495,0.5026040937133387
362,79117.877400283,7.641556406212103e-6,20882.12259207539,0.5027083340494283
363,79175.01039175612,8.151288816278424e-6,20824.989600092533,0.5027828135035274
364,79231.98706849881,8.697927949736752e-6,20768.012922803206,0.5028275100057662
365,79288.80785816904,9.28410043987396e-6,20711.19213254681,0.5028424103116065
366,79345.4731872536,9.912604158876415e-6,20654.526802833727,0.5028275100057662
367,79401.98348107137,1.058641694731701e-5,20598.01650834216,0.5027828135035274
368,79458.33916377623,1.1308705471709378e-5,20541.660824915,0.5027083340494283
369,79514.54065836039,1.208283416621779e-5,20485.459329556725,0.5026040937133387
370,79570.58838665731,1.291237420761281e-5,20429.411600430256,0.5024701233839197
371,79626.48276934495,1.3801112465026567e-5,20373.51721685388,0.5023064627594714
372,79682.22422594872,1.4753060357992344e-5,20317.77575929816,0.5021131603361688
373,79737.81317484463,1.5772462547664397e-5,20262.186809382853,0.5018902733936919
374,79793.2500332623,1.6863805377027785e-5,20206.749949873854,0.5016378679782516
375,79848.53521728801,1.80318249663576e-5,20151.46476468012,0.5013560188830204
376,79903.66914186778,1.928151486021725e-5,20096.330838850663,0.5010448096259678
377,79958.65222081034,2.061813311195431e-5,20041.347758571475,0.5007043324251128
378,80013.48486679018,2.204720868103228e-5,19986.515111162553,0.5003346881711985
379,80068.16749135056,2.357454700771538e-5,19931.83248507484,0.49993598639779496
