time,S,I,R
86,99352.52399314972,91.70732189017438,555.7686849602377
87,99317.98168905826,96.45815131563343,585.5601596262452
88,99281.66882343672,101.44120886250198,616.8899677009364
89,99243.50081789841,106.66634523503485,649.832836866697
90,99203.38972329776,112.1436647287805,684.4666119736038
91,99161.24415882654,117.88351232051782,720.8723288530886
92,99116.96925901058,123.89645783604449,759.1342831535221
93,99070.46662990026,130.19327690409494,799.3400931957957
94,99021.63431588678,136.7849283836154,841.580755729752
95,98970.3667786813,143.6825279405302,885.9506933783249
96,98916.55489004108,150.89731745201217,932.5477925070645
97,98860.08594008429,158.4406298765181,981.4734300393447
98,98800.84366305184,166.32384924261368,1032.8324877056878
99,98738.70828254342,174.5583653934274,1086.7333520633038
100,98673.55657833266,183.15552313225476,1143.2878985352336
101,98605.26197700434,192.12656541195366,1202.6114575838728
102,98533.6946687536,201.4825702222935,1264.8227610242616
103,98458.72175277238,211.2343808469046,1330.0438663808595
104,98380.20741372643,221.39252918526034,1398.400057088456
105,98298.0131318829,231.96715186841928,1470.0197162488464
106,98211.99792948237,242.9678989403096,1545.034171577467
107,98122.01865595624,254.40383493052647,1623.5775091133694
108,98027.9303145637,266.28333221105294,1705.786353225393
109,97929.58643295986,278.6139566090923,1791.799610431197
110,97826.83948009915,291.40234534236777,1881.7581745586235
111,97719.54133172194,304.65407745269965,1975.804590825506
112,97607.54378646136,318.37353703914727,2074.082676499629
113,97490.69913433575,332.56376973398363,2176.737095930414
114,97368.86077905324,347.2263330234352,2283.9128879234613
115,97241.88391514619,362.36114119025376,2395.754943663714
116,97109.62626046609,377.9663058461103,2512.4074336879485
117,96971.9488440054,394.0379732272846,2634.0131827674563
118,96828.71684836331,410.57015964529444,2760.7129919915346
119,96679.8005054424,427.5545867123853,2892.6449078453543
120,96525.07604314874,444.9805181968208,3029.943438654585
121,96364.42667997455,462.83460060044337,3172.7387194251473
122,96197.74366337473,481.1007097859421,3321.155626839462
123,96024.92734681396,499.75980620765125,3475.3128469785192
124,95845.88829927165,518.7898015106563,3635.3218992178336
125,95660.54843986106,538.1654394508137,3801.286120688278
126,95468.84218906489,557.8581942446069,3973.2996166906473
127,95270.71762693302,577.8361895736223,4151.446183493508
128,95066.13764745332,598.0641415345633,4335.798211012259
129,94855.08109722212,618.5033288327913,4526.415573945224
130,94637.54388553493,639.1115934563343,4723.344521008864
131,94413.54005212589,659.8433749297118,4926.616572944531
132,94183.10277803731,680.6497810254917,5136.247440937334
133,93946.28532453519,701.4786975004122,5352.2359779645385
134,93703.16188463534,722.27493901843,5574.5631763463725
135,93453.8283317011,742.9804429239111,5803.1912253751325
136,93198.40284974607,763.5345069360045,6038.0626433180705
137,92937.02643054913,783.874071154981,6279.099498296032
138,92669.86322348291,803.93404401147,6526.202732505755
139,92397.1007250826,823.6476709623248,6779.25160395521
140,92118.94979684259,842.9469438582506,7038.103259299293
141,91835.64450151802,861.7630479978386,7302.592450484255
142,91547.44175030956,880.0268429629986,7572.531406727561
143,91254.62075569571,897.6693724272797,7847.709871877133
144,90957.4822873106,914.6223972684764,8127.895315421034
145,90656.34773109635,930.818945528405,8412.833323375371
146,90351.55795493233,946.1938720738887,8702.248172993894
147,90043.47198699374,960.684420250626,8995.843592755746
148,89732.4655161452,974.2307774100528,9293.30370644488
149,89418.9292266609,986.776615949213,9594.294157390006
150,89103.26698240153,998.2696114508982,9898.463406147688
151,88785.89387819634,1008.6619296560879,10205.444192147696
