beta0,alpha,gamma,omega,peak_infectious,time_to_peak,final_susceptible,final_infectious,final_recovered
0.4022739282492852,0.25,0.3333333333333333,0.0027397260273972603,5057.016212461319,1088,56323.73185426516,4154.7419719028685,39521.52617383179
