R0_est,beta,gamma,omega,peak_infectious,time_to_peak,final_susceptible,final_infectious,final_recovered
1.1592253278338172,0.3864084426112724,0.3333333333333333,0.0027397260273972603,1048.224734951272,159,90709.7111365351,183.66853787487523,9106.6203255904
