season,fitted_beta,fitted_rho,R0_est,sse,rmse,mae,peak_observed,peak_predicted,date_peak_observed,date_peak_predicted,convergence_code
2022-2023,0.34137686293622166,999.9999999999998,1.0241305888086651,409381952.74387044,3633.9880907001684,2082.5755518808546,12010,1603.6275299008673,2022-12-19,2023-05-08,52
